Date,Component_ID,Units_Used,Category
2023-05-11,DIODE-1N4148,1872,Semiconductor
2023-05-12,DIODE-1N4148,1062,Semiconductor
2023-05-13,DIODE-1N4148,812,Semiconductor
2023-05-14,DIODE-1N4148,744,Semiconductor
2023-05-15,DIODE-1N4148,1264,Semiconductor
2023-05-16,DIODE-1N4148,1306,Semiconductor
2023-05-17,DIODE-1N4148,1310,Semiconductor
2023-05-18,DIODE-1N4148,1294,Semiconductor
2023-05-19,DIODE-1N4148,1237,Semiconductor
2023-05-20,DIODE-1N4148,740,Semiconductor
2023-05-21,DIODE-1N4148,741,Semiconductor
2023-05-22,DIODE-1N4148,1186,Semiconductor
2023-05-23,DIODE-1N4148,1269,Semiconductor
2023-05-24,DIODE-1N4148,1211,Semiconductor
2023-05-25,DIODE-1N4148,1290,Semiconductor
2023-05-26,DIODE-1N4148,1249,Semiconductor
2023-05-27,DIODE-1N4148,839,Semiconductor
2023-05-28,DIODE-1N4148,702,Semiconductor
2023-05-29,DIODE-1N4148,1228,Semiconductor
2023-05-30,DIODE-1N4148,1310,Semiconductor
2023-05-31,DIODE-1N4148,3562,Semiconductor
2023-06-01,DIODE-1N4148,932,Semiconductor
2023-06-02,DIODE-1N4148,914,Semiconductor
2023-06-03,DIODE-1N4148,240,Semiconductor
2023-06-04,DIODE-1N4148,420,Semiconductor
2023-06-05,DIODE-1N4148,2925,Semiconductor
2023-06-06,DIODE-1N4148,908,Semiconductor
2023-06-07,DIODE-1N4148,869,Semiconductor
2023-06-08,DIODE-1N4148,905,Semiconductor
2023-06-09,DIODE-1N4148,934,Semiconductor
2023-06-10,DIODE-1N4148,381,Semiconductor
2023-06-11,DIODE-1N4148,363,Semiconductor
2023-06-12,DIODE-1N4148,899,Semiconductor
2023-06-13,DIODE-1N4148,861,Semiconductor
2023-06-14,DIODE-1N4148,883,Semiconductor
2023-06-15,DIODE-1N4148,855,Semiconductor
2023-06-16,DIODE-1N4148,1110,Semiconductor
2023-06-17,DIODE-1N4148,415,Semiconductor
2023-06-18,DIODE-1N4148,428,Semiconductor
2023-06-19,DIODE-1N4148,847,Semiconductor
2023-06-20,DIODE-1N4148,970,Semiconductor
2023-06-21,DIODE-1N4148,951,Semiconductor
2023-06-22,DIODE-1N4148,957,Semiconductor
2023-06-23,DIODE-1N4148,966,Semiconductor
2023-06-24,DIODE-1N4148,452,Semiconductor
2023-06-25,DIODE-1N4148,306,Semiconductor
2023-06-26,DIODE-1N4148,2696,Semiconductor
2023-06-27,DIODE-1N4148,956,Semiconductor
2023-06-28,DIODE-1N4148,895,Semiconductor
2023-06-29,DIODE-1N4148,779,Semiconductor
2023-06-30,DIODE-1N4148,949,Semiconductor
2023-07-01,DIODE-1N4148,503,Semiconductor
2023-07-02,DIODE-1N4148,400,Semiconductor
2023-07-03,DIODE-1N4148,797,Semiconductor
2023-07-04,DIODE-1N4148,988,Semiconductor
2023-07-05,DIODE-1N4148,899,Semiconductor
2023-07-06,DIODE-1N4148,959,Semiconductor
2023-07-07,DIODE-1N4148,870,Semiconductor
2023-07-08,DIODE-1N4148,295,Semiconductor
2023-07-09,DIODE-1N4148,465,Semiconductor
2023-07-10,DIODE-1N4148,819,Semiconductor
2023-07-11,DIODE-1N4148,975,Semiconductor
2023-07-12,DIODE-1N4148,947,Semiconductor
2023-07-13,DIODE-1N4148,904,Semiconductor
2023-07-14,DIODE-1N4148,1006,Semiconductor
2023-07-15,DIODE-1N4148,2271,Semiconductor
2023-07-16,DIODE-1N4148,486,Semiconductor
2023-07-17,DIODE-1N4148,819,Semiconductor
2023-07-18,DIODE-1N4148,1025,Semiconductor
2023-07-19,DIODE-1N4148,909,Semiconductor
2023-07-20,DIODE-1N4148,894,Semiconductor
2023-07-21,DIODE-1N4148,916,Semiconductor
2023-07-22,DIODE-1N4148,277,Semiconductor
2023-07-23,DIODE-1N4148,409,Semiconductor
2023-07-24,DIODE-1N4148,790,Semiconductor
2023-07-25,DIODE-1N4148,809,Semiconductor
2023-07-26,DIODE-1N4148,933,Semiconductor
2023-07-27,DIODE-1N4148,906,Semiconductor
2023-07-28,DIODE-1N4148,1024,Semiconductor
2023-07-29,DIODE-1N4148,388,Semiconductor
2023-07-30,DIODE-1N4148,486,Semiconductor
2023-07-31,DIODE-1N4148,977,Semiconductor
2023-08-01,DIODE-1N4148,843,Semiconductor
2023-08-02,DIODE-1N4148,918,Semiconductor
2023-08-03,DIODE-1N4148,906,Semiconductor
2023-08-04,DIODE-1N4148,826,Semiconductor
2023-08-05,DIODE-1N4148,427,Semiconductor
2023-08-06,DIODE-1N4148,318,Semiconductor
2023-08-07,DIODE-1N4148,1041,Semiconductor
2023-08-08,DIODE-1N4148,878,Semiconductor
2023-08-09,DIODE-1N4148,916,Semiconductor
2023-08-10,DIODE-1N4148,1000,Semiconductor
2023-08-11,DIODE-1N4148,918,Semiconductor
2023-08-12,DIODE-1N4148,494,Semiconductor
2023-08-13,DIODE-1N4148,313,Semiconductor
2023-08-14,DIODE-1N4148,927,Semiconductor
2023-08-15,DIODE-1N4148,789,Semiconductor
2023-08-16,DIODE-1N4148,943,Semiconductor
2023-08-17,DIODE-1N4148,982,Semiconductor
2023-08-18,DIODE-1N4148,908,Semiconductor
2023-08-19,DIODE-1N4148,345,Semiconductor
2023-08-20,DIODE-1N4148,405,Semiconductor
2023-08-21,DIODE-1N4148,863,Semiconductor
2023-08-22,DIODE-1N4148,944,Semiconductor
2023-08-23,DIODE-1N4148,929,Semiconductor
2023-08-24,DIODE-1N4148,809,Semiconductor
2023-08-25,DIODE-1N4148,760,Semiconductor
2023-08-26,DIODE-1N4148,384,Semiconductor
2023-08-27,DIODE-1N4148,438,Semiconductor
2023-08-28,DIODE-1N4148,880,Semiconductor
2023-08-29,DIODE-1N4148,794,Semiconductor
2023-08-30,DIODE-1N4148,891,Semiconductor
2023-08-31,DIODE-1N4148,988,Semiconductor
2023-09-01,DIODE-1N4148,1295,Semiconductor
2023-09-02,DIODE-1N4148,1923,Semiconductor
2023-09-03,DIODE-1N4148,754,Semiconductor
2023-09-04,DIODE-1N4148,1228,Semiconductor
2023-09-05,DIODE-1N4148,1225,Semiconductor
2023-09-06,DIODE-1N4148,1240,Semiconductor
2023-09-07,DIODE-1N4148,1225,Semiconductor
2023-09-08,DIODE-1N4148,1161,Semiconductor
2023-09-09,DIODE-1N4148,645,Semiconductor
2023-09-10,DIODE-1N4148,859,Semiconductor
2023-09-11,DIODE-1N4148,1264,Semiconductor
2023-09-12,DIODE-1N4148,1301,Semiconductor
2023-09-13,DIODE-1N4148,1177,Semiconductor
2023-09-14,DIODE-1N4148,1376,Semiconductor
2023-09-15,DIODE-1N4148,1794,Semiconductor
2023-09-16,DIODE-1N4148,2588,Semiconductor
2023-09-17,DIODE-1N4148,661,Semiconductor
2023-09-18,DIODE-1N4148,1184,Semiconductor
2023-09-19,DIODE-1N4148,1253,Semiconductor
2023-09-20,DIODE-1N4148,1116,Semiconductor
2023-09-21,DIODE-1N4148,1348,Semiconductor
2023-09-22,DIODE-1N4148,1170,Semiconductor
2023-09-23,DIODE-1N4148,821,Semiconductor
2023-09-24,DIODE-1N4148,697,Semiconductor
2023-09-25,DIODE-1N4148,1294,Semiconductor
2023-09-26,DIODE-1N4148,1215,Semiconductor
2023-09-27,DIODE-1N4148,1232,Semiconductor
2023-09-28,DIODE-1N4148,1132,Semiconductor
2023-09-29,DIODE-1N4148,1130,Semiconductor
2023-09-30,DIODE-1N4148,686,Semiconductor
2023-10-01,DIODE-1N4148,1533,Semiconductor
2023-10-02,DIODE-1N4148,2044,Semiconductor
2023-10-03,DIODE-1N4148,1853,Semiconductor
2023-10-04,DIODE-1N4148,1898,Semiconductor
2023-10-05,DIODE-1N4148,2102,Semiconductor
2023-10-06,DIODE-1N4148,1990,Semiconductor
2023-10-07,DIODE-1N4148,1521,Semiconductor
2023-10-08,DIODE-1N4148,1541,Semiconductor
2023-10-09,DIODE-1N4148,1910,Semiconductor
2023-10-10,DIODE-1N4148,2115,Semiconductor
2023-10-11,DIODE-1N4148,2014,Semiconductor
2023-10-12,DIODE-1N4148,1973,Semiconductor
2023-10-13,DIODE-1N4148,1962,Semiconductor
2023-10-14,DIODE-1N4148,1443,Semiconductor
2023-10-15,DIODE-1N4148,3512,Semiconductor
2023-10-16,DIODE-1N4148,1883,Semiconductor
2023-10-17,DIODE-1N4148,2072,Semiconductor
2023-10-18,DIODE-1N4148,2093,Semiconductor
2023-10-19,DIODE-1N4148,1941,Semiconductor
2023-10-20,DIODE-1N4148,2045,Semiconductor
2023-10-21,DIODE-1N4148,1421,Semiconductor
2023-10-22,DIODE-1N4148,1574,Semiconductor
2023-10-23,DIODE-1N4148,1997,Semiconductor
2023-10-24,DIODE-1N4148,1941,Semiconductor
2023-10-25,DIODE-1N4148,2075,Semiconductor
2023-10-26,DIODE-1N4148,2055,Semiconductor
2023-10-27,DIODE-1N4148,1897,Semiconductor
2023-10-28,DIODE-1N4148,1460,Semiconductor
2023-10-29,DIODE-1N4148,1453,Semiconductor
2023-10-30,DIODE-1N4148,1887,Semiconductor
2023-10-31,DIODE-1N4148,1907,Semiconductor
2023-11-01,DIODE-1N4148,1971,Semiconductor
2023-11-02,DIODE-1N4148,2069,Semiconductor
2023-11-03,DIODE-1N4148,2029,Semiconductor
2023-11-04,DIODE-1N4148,1412,Semiconductor
2023-11-05,DIODE-1N4148,1443,Semiconductor
2023-11-06,DIODE-1N4148,2148,Semiconductor
2023-11-07,DIODE-1N4148,1999,Semiconductor
2023-11-08,DIODE-1N4148,1978,Semiconductor
2023-11-09,DIODE-1N4148,1830,Semiconductor
2023-11-10,DIODE-1N4148,3067,Semiconductor
2023-11-11,DIODE-1N4148,1433,Semiconductor
2023-11-12,DIODE-1N4148,1567,Semiconductor
2023-11-13,DIODE-1N4148,2037,Semiconductor
2023-11-14,DIODE-1N4148,1957,Semiconductor
2023-11-15,DIODE-1N4148,2022,Semiconductor
2023-11-16,DIODE-1N4148,2065,Semiconductor
2023-11-17,DIODE-1N4148,2005,Semiconductor
2023-11-18,DIODE-1N4148,1526,Semiconductor
2023-11-19,DIODE-1N4148,1523,Semiconductor
2023-11-20,DIODE-1N4148,1957,Semiconductor
2023-11-21,DIODE-1N4148,1872,Semiconductor
2023-11-22,DIODE-1N4148,1938,Semiconductor
2023-11-23,DIODE-1N4148,1957,Semiconductor
2023-11-24,DIODE-1N4148,1941,Semiconductor
2023-11-25,DIODE-1N4148,1523,Semiconductor
2023-11-26,DIODE-1N4148,1422,Semiconductor
2023-11-27,DIODE-1N4148,3400,Semiconductor
2023-11-28,DIODE-1N4148,2011,Semiconductor
2023-11-29,DIODE-1N4148,1965,Semiconductor
2023-11-30,DIODE-1N4148,1921,Semiconductor
2023-12-01,DIODE-1N4148,2000,Semiconductor
2023-12-02,DIODE-1N4148,1546,Semiconductor
2023-12-03,DIODE-1N4148,1600,Semiconductor
2023-12-04,DIODE-1N4148,3027,Semiconductor
2023-12-05,DIODE-1N4148,2022,Semiconductor
2023-12-06,DIODE-1N4148,1960,Semiconductor
2023-12-07,DIODE-1N4148,1999,Semiconductor
2023-12-08,DIODE-1N4148,1948,Semiconductor
2023-12-09,DIODE-1N4148,1546,Semiconductor
2023-12-10,DIODE-1N4148,1590,Semiconductor
2023-12-11,DIODE-1N4148,2029,Semiconductor
2023-12-12,DIODE-1N4148,3369,Semiconductor
2023-12-13,DIODE-1N4148,2068,Semiconductor
2023-12-14,DIODE-1N4148,1924,Semiconductor
2023-12-15,DIODE-1N4148,1915,Semiconductor
2023-12-16,DIODE-1N4148,1396,Semiconductor
2023-12-17,DIODE-1N4148,1585,Semiconductor
2023-12-18,DIODE-1N4148,2098,Semiconductor
2023-12-19,DIODE-1N4148,1942,Semiconductor
2023-12-20,DIODE-1N4148,1969,Semiconductor
2023-12-21,DIODE-1N4148,2048,Semiconductor
2023-12-22,DIODE-1N4148,1960,Semiconductor
2023-12-23,DIODE-1N4148,1571,Semiconductor
2023-12-24,DIODE-1N4148,1561,Semiconductor
2023-12-25,DIODE-1N4148,2023,Semiconductor
2023-12-26,DIODE-1N4148,1921,Semiconductor
2023-12-27,DIODE-1N4148,4378,Semiconductor
2023-12-28,DIODE-1N4148,1979,Semiconductor
2023-12-29,DIODE-1N4148,1941,Semiconductor
2023-12-30,DIODE-1N4148,1645,Semiconductor
2023-12-31,DIODE-1N4148,1443,Semiconductor
2024-01-01,DIODE-1N4148,1413,Semiconductor
2024-01-02,DIODE-1N4148,1322,Semiconductor
2024-01-03,DIODE-1N4148,1799,Semiconductor
2024-01-04,DIODE-1N4148,1272,Semiconductor
2024-01-05,DIODE-1N4148,1303,Semiconductor
2024-01-06,DIODE-1N4148,812,Semiconductor
2024-01-07,DIODE-1N4148,810,Semiconductor
2024-01-08,DIODE-1N4148,1281,Semiconductor
2024-01-09,DIODE-1N4148,1215,Semiconductor
2024-01-10,DIODE-1N4148,1389,Semiconductor
2024-01-11,DIODE-1N4148,1311,Semiconductor
2024-01-12,DIODE-1N4148,1252,Semiconductor
2024-01-13,DIODE-1N4148,869,Semiconductor
2024-01-14,DIODE-1N4148,690,Semiconductor
2024-01-15,DIODE-1N4148,1215,Semiconductor
2024-01-16,DIODE-1N4148,1251,Semiconductor
2024-01-17,DIODE-1N4148,1289,Semiconductor
2024-01-18,DIODE-1N4148,1201,Semiconductor
2024-01-19,DIODE-1N4148,1326,Semiconductor
2024-01-20,DIODE-1N4148,812,Semiconductor
2024-01-21,DIODE-1N4148,704,Semiconductor
2024-01-22,DIODE-1N4148,1103,Semiconductor
2024-01-23,DIODE-1N4148,1287,Semiconductor
2024-01-24,DIODE-1N4148,1236,Semiconductor
2024-01-25,DIODE-1N4148,3685,Semiconductor
2024-01-26,DIODE-1N4148,1268,Semiconductor
2024-01-27,DIODE-1N4148,814,Semiconductor
2024-01-28,DIODE-1N4148,738,Semiconductor
2024-01-29,DIODE-1N4148,1237,Semiconductor
2024-01-30,DIODE-1N4148,1301,Semiconductor
2024-01-31,DIODE-1N4148,1220,Semiconductor
2024-02-01,DIODE-1N4148,1160,Semiconductor
2024-02-02,DIODE-1N4148,1298,Semiconductor
2024-02-03,DIODE-1N4148,751,Semiconductor
2024-02-04,DIODE-1N4148,872,Semiconductor
2024-02-05,DIODE-1N4148,1210,Semiconductor
2024-02-06,DIODE-1N4148,2974,Semiconductor
2024-02-07,DIODE-1N4148,1298,Semiconductor
2024-02-08,DIODE-1N4148,1247,Semiconductor
2024-02-09,DIODE-1N4148,3747,Semiconductor
2024-02-10,DIODE-1N4148,806,Semiconductor
2024-02-11,DIODE-1N4148,644,Semiconductor
2024-02-12,DIODE-1N4148,1179,Semiconductor
2024-02-13,DIODE-1N4148,1365,Semiconductor
2024-02-14,DIODE-1N4148,1255,Semiconductor
2024-02-15,DIODE-1N4148,1188,Semiconductor
2024-02-16,DIODE-1N4148,1406,Semiconductor
2024-02-17,DIODE-1N4148,848,Semiconductor
2024-02-18,DIODE-1N4148,786,Semiconductor
2024-02-19,DIODE-1N4148,1263,Semiconductor
2024-02-20,DIODE-1N4148,1233,Semiconductor
2024-02-21,DIODE-1N4148,1292,Semiconductor
2024-02-22,DIODE-1N4148,1228,Semiconductor
2024-02-23,DIODE-1N4148,1219,Semiconductor
2024-02-24,DIODE-1N4148,806,Semiconductor
2024-02-25,DIODE-1N4148,762,Semiconductor
2024-02-26,DIODE-1N4148,1337,Semiconductor
2024-02-27,DIODE-1N4148,1273,Semiconductor
2024-02-28,DIODE-1N4148,1263,Semiconductor
2024-02-29,DIODE-1N4148,1226,Semiconductor
2024-03-01,DIODE-1N4148,1250,Semiconductor
2024-03-02,DIODE-1N4148,800,Semiconductor
2024-03-03,DIODE-1N4148,877,Semiconductor
2024-03-04,DIODE-1N4148,1340,Semiconductor
2024-03-05,DIODE-1N4148,1336,Semiconductor
2024-03-06,DIODE-1N4148,1308,Semiconductor
2024-03-07,DIODE-1N4148,1277,Semiconductor
2024-03-08,DIODE-1N4148,1213,Semiconductor
2024-03-09,DIODE-1N4148,790,Semiconductor
2024-03-10,DIODE-1N4148,836,Semiconductor
2024-03-11,DIODE-1N4148,1247,Semiconductor
2024-03-12,DIODE-1N4148,1221,Semiconductor
2024-03-13,DIODE-1N4148,1246,Semiconductor
2024-03-14,DIODE-1N4148,1243,Semiconductor
2024-03-15,DIODE-1N4148,1408,Semiconductor
2024-03-16,DIODE-1N4148,747,Semiconductor
2024-03-17,DIODE-1N4148,869,Semiconductor
2024-03-18,DIODE-1N4148,1331,Semiconductor
2024-03-19,DIODE-1N4148,1297,Semiconductor
2024-03-20,DIODE-1N4148,2954,Semiconductor
2024-03-21,DIODE-1N4148,1284,Semiconductor
2024-03-22,DIODE-1N4148,1293,Semiconductor
2024-03-23,DIODE-1N4148,724,Semiconductor
2024-03-24,DIODE-1N4148,813,Semiconductor
2024-03-25,DIODE-1N4148,1324,Semiconductor
2024-03-26,DIODE-1N4148,1179,Semiconductor
2024-03-27,DIODE-1N4148,1237,Semiconductor
2024-03-28,DIODE-1N4148,1396,Semiconductor
2024-03-29,DIODE-1N4148,1191,Semiconductor
2024-03-30,DIODE-1N4148,795,Semiconductor
2024-03-31,DIODE-1N4148,799,Semiconductor
2024-04-01,DIODE-1N4148,1244,Semiconductor
2024-04-02,DIODE-1N4148,1244,Semiconductor
2024-04-03,DIODE-1N4148,1137,Semiconductor
2024-04-04,DIODE-1N4148,1279,Semiconductor
2024-04-05,DIODE-1N4148,1323,Semiconductor
2024-04-06,DIODE-1N4148,788,Semiconductor
2024-04-07,DIODE-1N4148,807,Semiconductor
2024-04-08,DIODE-1N4148,1267,Semiconductor
2024-04-09,DIODE-1N4148,1269,Semiconductor
2024-04-10,DIODE-1N4148,1362,Semiconductor
2024-04-11,DIODE-1N4148,1220,Semiconductor
2024-04-12,DIODE-1N4148,1426,Semiconductor
2024-04-13,DIODE-1N4148,730,Semiconductor
2024-04-14,DIODE-1N4148,814,Semiconductor
2024-04-15,DIODE-1N4148,1225,Semiconductor
2024-04-16,DIODE-1N4148,1291,Semiconductor
2024-04-17,DIODE-1N4148,1250,Semiconductor
2024-04-18,DIODE-1N4148,1355,Semiconductor
2024-04-19,DIODE-1N4148,1270,Semiconductor
2024-04-20,DIODE-1N4148,2409,Semiconductor
2024-04-21,DIODE-1N4148,763,Semiconductor
2024-04-22,DIODE-1N4148,1308,Semiconductor
2024-04-23,DIODE-1N4148,1178,Semiconductor
2024-04-24,DIODE-1N4148,2702,Semiconductor
2024-04-25,DIODE-1N4148,1396,Semiconductor
2024-04-26,DIODE-1N4148,1331,Semiconductor
2024-04-27,DIODE-1N4148,821,Semiconductor
2024-04-28,DIODE-1N4148,735,Semiconductor
2024-04-29,DIODE-1N4148,1383,Semiconductor
2024-04-30,DIODE-1N4148,1370,Semiconductor
2024-05-01,DIODE-1N4148,1278,Semiconductor
2024-05-02,DIODE-1N4148,1272,Semiconductor
2024-05-03,DIODE-1N4148,1260,Semiconductor
2024-05-04,DIODE-1N4148,918,Semiconductor
2024-05-05,DIODE-1N4148,3317,Semiconductor
2024-05-06,DIODE-1N4148,1304,Semiconductor
2024-05-07,DIODE-1N4148,1339,Semiconductor
2024-05-08,DIODE-1N4148,1366,Semiconductor
2024-05-09,DIODE-1N4148,1311,Semiconductor
2024-05-10,DIODE-1N4148,1210,Semiconductor
2024-05-11,DIODE-1N4148,769,Semiconductor
2024-05-12,DIODE-1N4148,904,Semiconductor
2024-05-13,DIODE-1N4148,1459,Semiconductor
2024-05-14,DIODE-1N4148,1165,Semiconductor
2024-05-15,DIODE-1N4148,1334,Semiconductor
2024-05-16,DIODE-1N4148,1275,Semiconductor
2024-05-17,DIODE-1N4148,1364,Semiconductor
2024-05-18,DIODE-1N4148,772,Semiconductor
2024-05-19,DIODE-1N4148,817,Semiconductor
2024-05-20,DIODE-1N4148,1310,Semiconductor
2024-05-21,DIODE-1N4148,1331,Semiconductor
2024-05-22,DIODE-1N4148,3862,Semiconductor
2024-05-23,DIODE-1N4148,1221,Semiconductor
2024-05-24,DIODE-1N4148,1162,Semiconductor
2024-05-25,DIODE-1N4148,827,Semiconductor
2024-05-26,DIODE-1N4148,746,Semiconductor
2024-05-27,DIODE-1N4148,1265,Semiconductor
2024-05-28,DIODE-1N4148,1148,Semiconductor
2024-05-29,DIODE-1N4148,1200,Semiconductor
2024-05-30,DIODE-1N4148,1351,Semiconductor
2024-05-31,DIODE-1N4148,1303,Semiconductor
2024-06-01,DIODE-1N4148,528,Semiconductor
2024-06-02,DIODE-1N4148,330,Semiconductor
2024-06-03,DIODE-1N4148,972,Semiconductor
2024-06-04,DIODE-1N4148,967,Semiconductor
2024-06-05,DIODE-1N4148,913,Semiconductor
2024-06-06,DIODE-1N4148,776,Semiconductor
2024-06-07,DIODE-1N4148,890,Semiconductor
2024-06-08,DIODE-1N4148,447,Semiconductor
2024-06-09,DIODE-1N4148,964,Semiconductor
2024-06-10,DIODE-1N4148,793,Semiconductor
2024-06-11,DIODE-1N4148,999,Semiconductor
2024-06-12,DIODE-1N4148,836,Semiconductor
2024-06-13,DIODE-1N4148,957,Semiconductor
2024-06-14,DIODE-1N4148,941,Semiconductor
2024-06-15,DIODE-1N4148,448,Semiconductor
2024-06-16,DIODE-1N4148,1137,Semiconductor
2024-06-17,DIODE-1N4148,916,Semiconductor
2024-06-18,DIODE-1N4148,760,Semiconductor
2024-06-19,DIODE-1N4148,922,Semiconductor
2024-06-20,DIODE-1N4148,947,Semiconductor
2024-06-21,DIODE-1N4148,1055,Semiconductor
2024-06-22,DIODE-1N4148,521,Semiconductor
2024-06-23,DIODE-1N4148,397,Semiconductor
2024-06-24,DIODE-1N4148,959,Semiconductor
2024-06-25,DIODE-1N4148,993,Semiconductor
2024-06-26,DIODE-1N4148,934,Semiconductor
2024-06-27,DIODE-1N4148,1581,Semiconductor
2024-06-28,DIODE-1N4148,955,Semiconductor
2024-06-29,DIODE-1N4148,399,Semiconductor
2024-06-30,DIODE-1N4148,383,Semiconductor
2024-07-01,DIODE-1N4148,1177,Semiconductor
2024-07-02,DIODE-1N4148,954,Semiconductor
2024-07-03,DIODE-1N4148,839,Semiconductor
2024-07-04,DIODE-1N4148,974,Semiconductor
2024-07-05,DIODE-1N4148,999,Semiconductor
2024-07-06,DIODE-1N4148,588,Semiconductor
2024-07-07,DIODE-1N4148,507,Semiconductor
2024-07-08,DIODE-1N4148,880,Semiconductor
2024-07-09,DIODE-1N4148,846,Semiconductor
2024-07-10,DIODE-1N4148,940,Semiconductor
2024-07-11,DIODE-1N4148,917,Semiconductor
2024-07-12,DIODE-1N4148,835,Semiconductor
2024-07-13,DIODE-1N4148,319,Semiconductor
2024-07-14,DIODE-1N4148,535,Semiconductor
2024-07-15,DIODE-1N4148,1092,Semiconductor
2024-07-16,DIODE-1N4148,966,Semiconductor
2024-07-17,DIODE-1N4148,987,Semiconductor
2024-07-18,DIODE-1N4148,859,Semiconductor
2024-07-19,DIODE-1N4148,949,Semiconductor
2024-07-20,DIODE-1N4148,453,Semiconductor
2024-07-21,DIODE-1N4148,495,Semiconductor
2024-07-22,DIODE-1N4148,1043,Semiconductor
2024-07-23,DIODE-1N4148,968,Semiconductor
2024-07-24,DIODE-1N4148,1014,Semiconductor
2024-07-25,DIODE-1N4148,1027,Semiconductor
2024-07-26,DIODE-1N4148,964,Semiconductor
2024-07-27,DIODE-1N4148,485,Semiconductor
2024-07-28,DIODE-1N4148,522,Semiconductor
2024-07-29,DIODE-1N4148,3349,Semiconductor
2024-07-30,DIODE-1N4148,871,Semiconductor
2024-07-31,DIODE-1N4148,907,Semiconductor
2024-08-01,DIODE-1N4148,855,Semiconductor
2024-08-02,DIODE-1N4148,983,Semiconductor
2024-08-03,DIODE-1N4148,536,Semiconductor
2024-08-04,DIODE-1N4148,528,Semiconductor
2024-08-05,DIODE-1N4148,801,Semiconductor
2024-08-06,DIODE-1N4148,900,Semiconductor
2024-08-07,DIODE-1N4148,948,Semiconductor
2024-08-08,DIODE-1N4148,833,Semiconductor
2024-08-09,DIODE-1N4148,847,Semiconductor
2024-08-10,DIODE-1N4148,425,Semiconductor
2024-08-11,DIODE-1N4148,491,Semiconductor
2024-08-12,DIODE-1N4148,940,Semiconductor
2024-08-13,DIODE-1N4148,895,Semiconductor
2024-08-14,DIODE-1N4148,968,Semiconductor
2024-08-15,DIODE-1N4148,898,Semiconductor
2024-08-16,DIODE-1N4148,960,Semiconductor
2024-08-17,DIODE-1N4148,382,Semiconductor
2024-08-18,DIODE-1N4148,469,Semiconductor
2024-08-19,DIODE-1N4148,980,Semiconductor
2024-08-20,DIODE-1N4148,908,Semiconductor
2024-08-21,DIODE-1N4148,965,Semiconductor
2024-08-22,DIODE-1N4148,1736,Semiconductor
2024-08-23,DIODE-1N4148,851,Semiconductor
2024-08-24,DIODE-1N4148,487,Semiconductor
2024-08-25,DIODE-1N4148,385,Semiconductor
2024-08-26,DIODE-1N4148,871,Semiconductor
2024-08-27,DIODE-1N4148,945,Semiconductor
2024-08-28,DIODE-1N4148,961,Semiconductor
2024-08-29,DIODE-1N4148,927,Semiconductor
2024-08-30,DIODE-1N4148,859,Semiconductor
2024-08-31,DIODE-1N4148,555,Semiconductor
2024-09-01,DIODE-1N4148,759,Semiconductor
2024-09-02,DIODE-1N4148,1200,Semiconductor
2024-09-03,DIODE-1N4148,1365,Semiconductor
2024-09-04,DIODE-1N4148,1300,Semiconductor
2024-09-05,DIODE-1N4148,1297,Semiconductor
2024-09-06,DIODE-1N4148,1243,Semiconductor
2024-09-07,DIODE-1N4148,861,Semiconductor
2024-09-08,DIODE-1N4148,639,Semiconductor
2024-09-09,DIODE-1N4148,4015,Semiconductor
2024-09-10,DIODE-1N4148,1254,Semiconductor
2024-09-11,DIODE-1N4148,1218,Semiconductor
2024-09-12,DIODE-1N4148,1181,Semiconductor
2024-09-13,DIODE-1N4148,1320,Semiconductor
2024-09-14,DIODE-1N4148,866,Semiconductor
2024-09-15,DIODE-1N4148,844,Semiconductor
2024-09-16,DIODE-1N4148,1336,Semiconductor
2024-09-17,DIODE-1N4148,1316,Semiconductor
2024-09-18,DIODE-1N4148,1208,Semiconductor
2024-09-19,DIODE-1N4148,1294,Semiconductor
2024-09-20,DIODE-1N4148,1318,Semiconductor
2024-09-21,DIODE-1N4148,838,Semiconductor
2024-09-22,DIODE-1N4148,702,Semiconductor
2024-09-23,DIODE-1N4148,1737,Semiconductor
2024-09-24,DIODE-1N4148,1276,Semiconductor
2024-09-25,DIODE-1N4148,1306,Semiconductor
2024-09-26,DIODE-1N4148,1254,Semiconductor
2024-09-27,DIODE-1N4148,1404,Semiconductor
2024-09-28,DIODE-1N4148,778,Semiconductor
2024-09-29,DIODE-1N4148,925,Semiconductor
2024-09-30,DIODE-1N4148,1189,Semiconductor
2024-10-01,DIODE-1N4148,1918,Semiconductor
2024-10-02,DIODE-1N4148,2030,Semiconductor
2024-10-03,DIODE-1N4148,3781,Semiconductor
2024-10-04,DIODE-1N4148,2054,Semiconductor
2024-10-05,DIODE-1N4148,1620,Semiconductor
2024-10-06,DIODE-1N4148,1505,Semiconductor
2024-10-07,DIODE-1N4148,1970,Semiconductor
2024-10-08,DIODE-1N4148,2045,Semiconductor
2024-10-09,DIODE-1N4148,2008,Semiconductor
2024-10-10,DIODE-1N4148,1922,Semiconductor
2024-10-11,DIODE-1N4148,2025,Semiconductor
2024-10-12,DIODE-1N4148,1573,Semiconductor
2024-10-13,DIODE-1N4148,1727,Semiconductor
2024-10-14,DIODE-1N4148,1988,Semiconductor
2024-10-15,DIODE-1N4148,1940,Semiconductor
2024-10-16,DIODE-1N4148,1958,Semiconductor
2024-10-17,DIODE-1N4148,1920,Semiconductor
